-3,-1.345,0,-0.07854,14.103
-3,-1.3454,-3.8921e-20,-0.07854,14.083
-3,-1.3457,-6.5198e-20,-0.07854,14.064
-3,-1.346,-1.0561e-19,-0.07854,14.045
-3,-1.3463,-1.3717e-19,-0.07854,14.025
-3,-1.3466,9.3411e-06,-0.07853,14.006
-2.9999,-1.3441,0.0027906,-0.075749,13.986
-2.9993,-1.3435,0.0037194,-0.07482,13.966
-2.9987,-1.3433,0.0041892,-0.074351,13.945
-2.9982,-1.34,0.0077651,-0.070775,13.925
-2.9981,-1.3344,0.013674,-0.064866,13.904
-2.9981,-1.3294,0.019049,-0.059491,13.884
-2.9981,-1.3243,0.024479,-0.054061,13.864
-2.9982,-1.319,0.030083,-0.048456,13.844
-2.9982,-1.3116,0.037855,-0.040685,13.824
-2.9982,-1.3037,0.046004,-0.032536,13.805
-2.9979,-1.2933,0.056784,-0.021755,13.785
-2.997,-1.285,0.065362,-0.013177,13.764
-2.996,-1.277,0.073595,-0.0049444,13.744
-2.995,-1.2676,0.083188,0.0046486,13.723
-2.994,-1.2534,0.097662,0.019122,13.703
-2.9934,-1.241,0.11036,0.031818,13.684
-2.9928,-1.2281,0.12356,0.045017,13.664
-2.9912,-1.217,0.13479,0.056252,13.645
-2.9888,-1.2088,0.14316,0.064624,13.625
-2.9865,-1.2008,0.15138,0.072836,13.605
-2.9841,-1.192,0.16024,0.081699,13.585
-2.9816,-1.1808,0.1716,0.093057,13.565
-2.9791,-1.1679,0.18464,0.1061,13.545
-2.977,-1.1537,0.19903,0.12049,13.526
-2.9751,-1.1402,0.21268,0.13414,13.506
-2.972,-1.1279,0.22507,0.14653,13.487
-2.9678,-1.1175,0.23556,0.15702,13.467
-2.9637,-1.1064,0.24664,0.1681,13.447
-2.9598,-1.0938,0.25923,0.18069,13.427
-2.9564,-1.0826,0.27051,0.19197,13.407
-2.9532,-1.0722,0.28106,0.20252,13.388
-2.95,-1.0613,0.29204,0.2135,13.368
-2.9459,-1.0503,0.30307,0.22453,13.348
-2.9405,-1.0411,0.31217,0.23363,13.328
-2.935,-1.0291,0.32408,0.24554,13.308
-2.9299,-1.0176,0.33551,0.25697,13.288
-2.9249,-1.0068,0.34626,0.26772,13.268
-2.92,-0.99553,0.3575,0.27896,13.248
-2.9149,-0.98299,0.36998,0.29144,13.229
-2.909,-0.96809,0.38476,0.30622,13.208
-2.9028,-0.95159,0.40113,0.32259,13.188
-2.8968,-0.93477,0.41783,0.33929,13.169
-2.891,-0.91859,0.43389,0.35535,13.149
-2.8853,-0.90243,0.44995,0.37141,13.129
-2.8792,-0.88559,0.46665,0.38811,13.11
-2.8724,-0.86794,0.48411,0.40557,13.09
-2.8653,-0.84955,0.50228,0.42374,13.07
-2.8583,-0.83066,0.52095,0.44241,13.051
-2.8513,-0.81182,0.53958,0.46104,13.031
-2.844,-0.79286,0.55831,0.47977,13.012
-2.8362,-0.77352,0.57737,0.49883,12.993
-2.8281,-0.75371,0.59687,0.51833,12.973
-2.8198,-0.73341,0.61684,0.5383,12.954
-2.8115,-0.71281,0.63711,0.55857,12.935
-2.8028,-0.69204,0.65752,0.57898,12.916
-2.7935,-0.67116,0.67798,0.59944,12.897
-2.7839,-0.65003,0.69867,0.62013,12.878
-2.7742,-0.62845,0.71978,0.64124,12.859
-2.7643,-0.60659,0.74116,0.66263,12.841
-2.754,-0.58465,0.76259,0.68405,12.822
-2.7432,-0.5627,0.78396,0.70542,12.804
-2.732,-0.54058,0.80549,0.72695,12.786
-2.7207,-0.51808,0.82736,0.74882,12.768
-2.7092,-0.49534,0.84946,0.77092,12.75
-2.6973,-0.47253,0.87157,0.79303,12.732
-2.6849,-0.44977,0.89359,0.81505,12.715
-2.6722,-0.42686,0.91572,0.83718,12.697
-2.6593,-0.40363,0.93814,0.8596,12.68
-2.6462,-0.3802,0.96074,0.8822,12.663
-2.6327,-0.35675,0.98331,0.90477,12.647
-2.6188,-0.33335,1.0058,0.92723,12.63
-2.6046,-0.3098,1.0284,0.94981,12.614
-2.5902,-0.28599,1.0512,0.97262,12.598
-2.5756,-0.26203,1.0741,0.99554,12.582
-2.5606,-0.23808,1.0969,1.0184,12.567
-2.5453,-0.21416,1.1197,1.0412,12.552
-2.5298,-0.19009,1.1426,1.0641,12.537
-2.514,-0.16579,1.1657,1.0872,12.523
-2.498,-0.14174,1.1885,1.1099,12.509
-2.4818,-0.11983,1.2091,1.1305,12.495
-2.4652,-0.099111,1.2284,1.1499,12.482
-2.4484,-0.078915,1.2472,1.1687,12.469
-2.4313,-0.060001,1.2647,1.1861,12.456
-2.4142,-0.043994,1.2792,1.2006,12.444
-2.3968,-0.031298,1.2903,1.2117,12.433
-2.3792,-0.020786,1.2992,1.2206,12.422
-2.3615,-0.011659,1.3066,1.2281,12.412
-2.3436,-0.0040843,1.3125,1.234,12.402
-2.3254,0.0012336,1.316,1.2375,12.393
-2.3069,0.0043902,1.3173,1.2388,12.384
-2.288,0.0065602,1.3176,1.239,12.376
-2.269,0.0085344,1.3176,1.239,12.367
-2.2498,0.010555,1.3176,1.239,12.359
-2.2306,0.012644,1.3176,1.239,12.351
-2.2113,0.01477,1.3176,1.2391,12.342
-2.192,0.016921,1.3176,1.2391,12.334
-2.1728,0.019103,1.3176,1.2391,12.325
-2.1535,0.021319,1.3176,1.2391,12.317
-2.1342,0.023575,1.3177,1.2391,12.309
-2.1149,0.025871,1.3177,1.2391,12.301
-2.0956,0.028206,1.3177,1.2391,12.292
-2.0764,0.030579,1.3177,1.2391,12.284
-2.0571,0.03299,1.3177,1.2391,12.276
-2.0378,0.035446,1.3177,1.2392,12.268
-2.0185,0.037948,1.3177,1.2392,12.26
-1.9992,0.040496,1.3177,1.2392,12.252
-1.98,0.043084,1.3177,1.2392,12.244
-1.9607,0.045717,1.3177,1.2392,12.236
-1.9414,0.048338,1.3177,1.2391,12.228
-1.9221,0.050721,1.3173,1.2388,12.22
-1.9028,0.05281,1.3167,1.2381,12.212
-1.8835,0.054636,1.3157,1.2371,12.204
-1.8642,0.056216,1.3144,1.2358,12.196
-1.8449,0.057585,1.3128,1.2342,12.188
-1.8256,0.058779,1.311,1.2324,12.18
-1.8063,0.059813,1.309,1.2304,12.172
-1.7869,0.060699,1.3067,1.2282,12.164
-1.7676,0.06146,1.3043,1.2258,12.156
-1.7483,0.062137,1.3018,1.2232,12.148
-1.729,0.062756,1.2991,1.2206,12.14
-1.7097,0.063304,1.2963,1.2177,12.132
-1.6904,0.063773,1.2933,1.2148,12.124
-1.6711,0.064185,1.2902,1.2117,12.116
-1.6518,0.064584,1.2871,1.2085,12.108
-1.6325,0.064989,1.2839,1.2053,12.1
-1.6132,0.065385,1.2805,1.202,12.092
-1.594,0.065754,1.2771,1.1986,12.084
-1.5748,0.066105,1.2736,1.1951,12.076
-1.5555,0.066463,1.2701,1.1915,12.068
-1.5363,0.06683,1.2664,1.1879,12.059
-1.5171,0.067191,1.2627,1.1841,12.051
-1.498,0.067531,1.2588,1.1803,12.043
-1.4788,0.067871,1.2549,1.1763,12.034
-1.4597,0.068239,1.2509,1.1723,12.026
-1.4406,0.068632,1.2468,1.1683,12.018
-1.4215,0.069032,1.2427,1.1641,12.009
-1.4024,0.069415,1.2384,1.1599,12.001
-1.3833,0.069785,1.234,1.1555,11.992
-1.3643,0.07017,1.2295,1.151,11.983
-1.3453,0.070593,1.225,1.1465,11.975
-1.3263,0.071035,1.2204,1.1418,11.966
-1.3073,0.071478,1.2156,1.1371,11.957
-1.2883,0.071918,1.2107,1.1322,11.948
-1.2694,0.072361,1.2057,1.1272,11.939
-1.2505,0.072824,1.2006,1.1221,11.93
