0,0,0,-1.5708,5
0.00071206,0.0010544,-0.0019142,-1.5727,4.7973
0.0015754,0.0028538,-0.0040027,-1.5748,4.5952
0.00078488,-7.16e-05,-0.0036402,-1.5744,4.3988
0.00021573,-0.0023989,-0.0034261,-1.5742,4.2002
-0.00039929,-0.0052617,-0.0032657,-1.5741,4.001
-0.0010153,-0.0084387,-0.0030977,-1.5739,3.8019
-0.0016082,-0.01186,-0.0029332,-1.5737,3.6027
-0.002172,-0.015533,-0.0027706,-1.5736,3.4036
-0.0027059,-0.019494,-0.0026069,-1.5734,3.2045
-0.0032079,-0.023785,-0.0024399,-1.5732,3.0053
-0.0036769,-0.028473,-0.0022734,-1.5731,2.8062
-0.0041119,-0.033636,-0.002102,-1.5729,2.607
-0.004513,-0.039406,-0.0019381,-1.5727,2.4079
-0.0048811,-0.045942,-0.0017722,-1.5726,2.2087
-0.0052163,-0.053469,-0.0016014,-1.5724,2.0096
-0.0055178,-0.062307,-0.0014272,-1.5722,1.8105
-0.0057844,-0.072934,-0.0012602,-1.5721,1.6113
-0.0060174,-0.086109,-0.0010942,-1.5719,1.4122
-0.0062174,-0.10308,-0.00092584,-1.5717,1.2131
-0.0063839,-0.12602,-0.00075443,-1.5716,1.0139
-0.0065161,-0.15919,-0.0005802,-1.5714,0.81479
-0.007529,-0.18227,0.056765,-1.514,0.61796
0.00030634,0.16565,0.15118,-1.4196,0.42343
0.017121,1.3111,0.33454,-1.2363,0.23201
0.06461,2.087,0.54899,-1.0218,0.077278
-0.13337,-1.2979,-0.79506,0.77574,4.8521
-0.28589,-1.4428,-0.56297,1.0078,4.7371
-0.4065,-1.3868,-0.32856,1.2422,4.5933
-0.48831,-1.2408,-0.093135,1.4777,4.4255
-0.52351,-1.0975,0.091068,1.6619,4.241
-0.50861,-1.0832,0.11173,1.6825,4.0465
-0.48641,-1.0856,0.11134,1.6821,3.8473
-0.46447,-1.0918,0.10755,1.6783,3.648
-0.44354,-1.103,0.099814,1.6706,3.4486
-0.42439,-1.12,0.0881,1.6589,3.2491
-0.4078,-1.1434,0.072589,1.6434,3.0495
-0.39422,-1.1651,0.061853,1.6326,2.8503
-0.38221,-1.1822,0.057979,1.6288,2.6516
-0.37081,-1.1988,0.056025,1.6268,2.4531
-0.35977,-1.2163,0.054483,1.6253,2.2549
-0.34901,-1.2351,0.05307,1.6239,2.0569
-0.33854,-1.2553,0.051748,1.6225,1.8592
-0.32832,-1.2771,0.050496,1.6213,1.6619
-0.31835,-1.3005,0.049312,1.6201,1.4652
-0.30862,-1.3257,0.048187,1.619,1.2693
-0.2991,-1.3528,0.047117,1.6179,1.0747
-0.28979,-1.3819,0.046097,1.6169,0.88225
-0.28068,-1.4156,0.042687,1.6135,0.6936
-0.27547,-1.5248,-0.032089,1.5387,0.51157
-0.28586,-1.7153,-0.18242,1.3884,0.35878
-0.31474,-1.9322,-0.36189,1.2089,0.31475
0.20357,1.7315,1.0094,2.5802,4.6275
0.39371,1.8502,0.80078,2.3716,4.5398
0.55899,1.7847,0.58774,2.1585,4.4215
0.69169,1.6474,0.37251,1.9433,4.2744
0.78551,1.4762,0.15621,1.727,4.1017
0.83507,1.3006,-0.045357,1.5254,3.9095
0.83335,1.2451,-0.11182,1.459,3.7143
0.81105,1.2513,-0.11161,1.4592,3.5167
0.78889,1.2577,-0.11151,1.4593,3.3191
0.76674,1.2646,-0.1114,1.4594,3.1217
0.74461,1.2718,-0.11129,1.4595,2.9246
0.7225,1.2796,-0.11118,1.4596,2.7278
0.70042,1.2878,-0.11107,1.4597,2.5313
0.67836,1.2966,-0.11097,1.4598,2.3352
0.65632,1.306,-0.11086,1.4599,2.1398
0.6343,1.3161,-0.11075,1.46,1.9451
0.6123,1.327,-0.11064,1.4602,1.7514
0.59033,1.3387,-0.11052,1.4603,1.5591
0.56837,1.3513,-0.11042,1.4604,1.3687
0.54644,1.365,-0.11031,1.4605,1.1812
0.52453,1.3798,-0.1102,1.4606,0.99819
0.50264,1.396,-0.11008,1.4607,0.82274
0.48075,1.4104,-0.11332,1.4575,0.66081
0.4557,1.3737,-0.16928,1.4015,0.52137
0.41462,1.2535,-0.31197,1.2588,0.41699
0.16359,1.3907,1.0847,-0.48612,10.358
0.36061,1.5002,0.88789,-0.68291,10.275
0.53718,1.4945,0.68048,-0.89031,10.16
0.68484,1.4087,0.46807,-1.1027,10.014
0.79651,1.2721,0.25315,-1.3176,9.8398
0.86674,1.1021,0.037295,-1.5335,9.6445
0.88826,0.98111,-0.10299,-1.6738,9.4423
0.86899,0.97252,-0.11128,-1.6821,9.2443
0.84689,0.971,-0.11113,-1.6819,9.0451
0.82482,0.96941,-0.11099,-1.6818,8.846
0.80278,0.96773,-0.11085,-1.6816,8.6469
0.78076,0.96597,-0.11071,-1.6815,8.4478
0.75878,0.96413,-0.11057,-1.6814,8.2487
0.73682,0.9622,-0.11042,-1.6812,8.0496
0.71489,0.96015,-0.11028,-1.6811,7.8504
0.69299,0.95798,-0.11014,-1.6809,7.6513
0.67112,0.95569,-0.11,-1.6808,7.4522
0.64928,0.95326,-0.10986,-1.6807,7.2531
0.62746,0.95068,-0.10972,-1.6805,7.054
0.60567,0.94794,-0.10957,-1.6804,6.8549
0.58391,0.945,-0.10944,-1.6802,6.6558
0.56217,0.94185,-0.10931,-1.6801,6.4567
0.54047,0.93848,-0.10917,-1.68,6.2576
0.51879,0.93486,-0.10903,-1.6798,6.0585
0.49713,0.93097,-0.10888,-1.6797,5.8594
0.47561,0.92884,-0.10673,-1.6775,5.6604
0.45478,0.93074,-0.10083,-1.6716,5.4615
0.43538,0.93758,-0.091095,-1.6619,5.2628
0.41819,0.95029,-0.077581,-1.6484,5.0642
0.4038,0.9654,-0.064674,-1.6355,4.8657
0.39139,0.97526,-0.05948,-1.6303,4.6668
0.37975,0.98348,-0.057159,-1.628,4.4679
0.36851,0.99192,-0.05551,-1.6263,4.2689
0.35758,1.001,-0.054043,-1.6248,4.0699
0.34693,1.011,-0.052673,-1.6235,3.8709
0.33655,1.0218,-0.051381,-1.6222,3.672
0.32642,1.0336,-0.05016,-1.621,3.473
0.31653,1.0464,-0.048994,-1.6198,3.2742
0.30687,1.0604,-0.047894,-1.6187,3.0753
0.29742,1.0756,-0.046846,-1.6176,2.8765
0.28817,1.0922,-0.045838,-1.6166,2.6777
0.27912,1.1104,-0.044881,-1.6157,2.479
0.27026,1.1301,-0.043965,-1.6148,2.2804
0.26158,1.1517,-0.043089,-1.6139,2.0819
0.25306,1.1752,-0.042244,-1.613,1.8836
0.24471,1.201,-0.041438,-1.6122,1.6854
0.23652,1.2291,-0.040662,-1.6115,1.4875
0.22848,1.2599,-0.039916,-1.6107,1.29
0.22059,1.2935,-0.03919,-1.61,1.0932
0.21284,1.3303,-0.038498,-1.6093,0.89733
0.20523,1.3733,-0.035018,-1.6058,0.7034
0.1967,1.5189,0.069066,-1.5017,0.51723
0.19727,1.7539,0.25531,-1.3155,0.34698
0.22946,2.0213,0.47085,-1.0999,0.24766
-0.08875,-1.2338,-0.87264,-2.4434,4.7003
-0.25026,-1.4689,-0.64028,-2.2111,4.5967
-0.38233,-1.4499,-0.40577,-1.9766,4.4629
-0.47755,-1.3201,-0.17033,-1.7411,4.3031
-0.52948,-1.153,0.049272,-1.5215,4.1234
-0.52735,-1.1053,0.11154,-1.4593,3.9327
-0.50513,-1.1081,0.11167,-1.4591,3.7337
-0.48294,-1.1121,0.11089,-1.4599,3.5346
-0.46113,-1.1204,0.10647,-1.4643,3.3354
-0.44046,-1.1338,0.098093,-1.4727,3.1361
-0.42168,-1.1532,0.085698,-1.4851,2.9367
-0.40562,-1.1788,0.069955,-1.5008,2.7373
-0.39241,-1.2006,0.060894,-1.5099,2.5385
-0.38055,-1.2187,0.057589,-1.5132,2.3402
-0.36922,-1.2367,0.055763,-1.515,2.1422
-0.35822,-1.2558,0.054263,-1.5165,1.9445
-0.34751,-1.2764,0.052872,-1.5179,1.7472
-0.33707,-1.2984,0.051567,-1.5192,1.5505
-0.3269,-1.3221,0.050322,-1.5205,1.3545
