0,0,0
0.00071206,-0.00042991,-0.0019142
0.0015754,-0.00057441,-0.0040027
0.00078488,-0.0018559,-0.0036402
0.00021573,-0.0029125,-0.0034261
-0.00039929,-0.0042637,-0.0032657
-0.0010153,-0.0057682,-0.0030977
-0.0016082,-0.0073968,-0.0029332
-0.002172,-0.0091519,-0.0027706
-0.0027059,-0.011051,-0.0026069
-0.0032079,-0.013114,-0.0024399
-0.0036769,-0.015376,-0.0022734
-0.0041119,-0.017873,-0.002102
-0.004513,-0.020678,-0.0019381
-0.0048811,-0.023868,-0.0017722
-0.0052163,-0.027553,-0.0016014
-0.0055178,-0.031895,-0.0014272
-0.0057844,-0.037143,-0.0012602
-0.0060174,-0.043679,-0.0010942
-0.0062174,-0.052135,-0.00092584
-0.0063839,-0.063635,-0.00075443
-0.0065161,-0.080385,-0.0005802
-0.0066136,-0.10743,-0.00040803
-0.0066763,-0.15918,-0.00023303
-0.0067042,-0.29925,-6.11e-05
-0.0066982,-1.3051,0.00011124
-0.17681,-1.8115,-1.4721
-0.36951,-1.9212,-1.285
-0.56067,-1.9153,-1.0692
-0.74032,-1.829,-0.84175
-0.89837,-1.6918,-0.6094
-1.026,-1.5221,-0.37489
-1.1159,-1.3305,-0.13942
-1.163,-1.123,0.096423
-1.1647,-0.90226,0.33241
-1.1209,-0.66907,0.56851
-1.0339,-0.42203,0.80463
-0.90856,-0.15697,1.0407
-0.75382,0.060632,1.2028
-0.58229,0.095299,1.1417
-0.40193,0.15948,1.0464
-0.22441,0.34875,0.96422
-0.052696,0.68352,0.85428
0.11345,1.0553,0.68471
0.26016,1.2455,0.49007
0.37518,1.2518,0.28353
0.45113,1.1568,0.071535
0.48028,1.0559,-0.090007
0.46377,1.0468,-0.12156
0.43927,1.0623,-0.12431
0.4146,1.0828,-0.12421
0.38994,1.1063,-0.1241
0.3653,1.1335,-0.124
0.34069,1.1653,-0.12389
0.31609,1.2027,-0.12378
0.29152,1.2473,-0.12368
0.26697,1.3011,-0.12357
0.24244,1.3669,-0.12346
0.002268,1.4518,1.4474
0.20643,1.7205,1.3416
0.41683,1.8676,1.1858
0.62123,1.8883,1.0015
0.8106,1.8214,0.79994
0.97577,1.7019,0.59035
1.1089,1.55,0.37681
1.2035,1.3769,0.16135
1.2549,1.1886,-0.055125
1.2607,0.98836,-0.27207
1.2203,0.77712,-0.48931
1.1358,0.5542,-0.70667
1.0108,0.31653,-0.92413
0.85154,0.058389,-1.1405
0.67886,-0.10282,-1.23
0.51118,-0.14801,-1.1643
0.33682,-0.24986,-1.0786
0.16393,-0.49135,-0.99193
-0.0029224,-0.85479,-0.8447
-0.15838,-1.1603,-0.64231
-0.28971,-1.2531,-0.42018
-0.38688,-1.1936,-0.19002
-0.44252,-1.0656,0.029799
-0.44402,-1.0284,0.10335
-0.42338,-1.048,0.10347
-0.4028,-1.0701,0.1036
-0.38219,-1.095,0.10373
-0.36155,-1.1234,0.10386
-0.34089,-1.156,0.10398
-0.3202,-1.1935,0.10411
-0.29949,-1.2373,0.10424
-0.27875,-1.2886,0.10437
-0.25799,-1.3494,0.10449
-0.2372,-1.422,0.10461
0.094699,1.7374,1.6409
0.30768,1.8057,1.5012
0.52393,1.8238,1.3321
0.73658,1.7855,1.1382
0.93817,1.7026,0.9322
1.12,1.585,0.72044
1.2738,1.4407,0.5059
1.3923,1.2755,0.2899
1.47,1.0932,0.073181
1.503,0.89637,-0.14394
1.4899,0.6859,-0.36124
1.431,0.46148,-0.57865
1.3293,0.22148,-0.79606
1.191,-0.013922,-0.99036
1.0373,-0.095619,-1.0132
0.88325,-0.064191,-0.90865
0.72932,-0.070397,-0.8269
0.58329,-0.076168,-0.73098
0.44939,-0.089176,-0.63178
0.33072,-0.11499,-0.54058
0.22726,-0.14264,-0.45126
0.13953,-0.16722,-0.36528
0.066513,-0.17114,-0.26907
0.011374,-0.16067,-0.17795
-0.025952,-0.12937,-0.088768
-0.043201,-0.10674,-0.037071
-0.049302,-0.10344,-0.021357
-0.05298,-0.10553,-0.014346
-0.055507,-0.10919,-0.010308
-0.057331,-0.11296,-0.0071176
-0.058466,-0.11524,-0.0032205
-0.058793,-0.11605,0.0010408
-0.058272,-0.11555,0.0052787
-0.056936,-0.11404,0.0090998
-0.054901,-0.11241,0.011693
-0.052515,-0.11219,0.012133
-0.05013,-0.11307,0.011512
-0.047896,-0.11446,0.010792
-0.045772,-0.11583,0.010475
-0.043696,-0.11727,0.010339
-0.041641,-0.11887,0.010279
-0.039596,-0.12066,0.010253
-0.037554,-0.12271,0.010239
-0.035513,-0.12505,0.010236
-0.033472,-0.12778,0.010237
-0.031432,-0.131,0.010241
-0.029392,-0.13485,0.010245
-0.027352,-0.13955,0.010245
-0.025311,-0.14539,0.010244
-0.02327,-0.15286,0.010244
-0.021229,-0.16275,0.010243
-0.019188,-0.17647,0.01024
-0.017148,-0.19675,0.010242
-0.015108,-0.22972,0.010245
-0.013067,-0.29253,0.010247
-0.011025,-0.45585,0.010249
-0.0089832,-1.3413,0.010248
-0.1751,-1.7999,-1.4636
-0.3677,-1.9109,-1.2769
-0.55854,-1.9058,-1.0613
-0.73758,-1.8199,-0.83389
-0.89473,-1.6828,-0.60155
-1.0212,-1.5131,-0.36707
-1.1097,-1.3214,-0.1316
-1.1554,-1.1136,0.10427
-1.1556,-0.89254,0.34026
-1.1102,-0.65884,0.57637
-1.0219,-0.41103,0.81248
-0.89538,-0.14469,1.0486
-0.73998,0.065805,1.2014
-0.56814,0.097473,1.1338
-0.38802,0.16996,1.0404
-0.21108,0.37054,0.95844
-0.039599,0.71393,0.84313
0.12569,1.0788,0.67114
0.27042,1.252,0.47527
0.38279,1.2481,0.26819
0.45568,1.1478,0.05596
0.481,1.0523,-0.096482
0.46262,1.0471,-0.12285
0.43792,1.0629,-0.12515
0.41308,1.0836,-0.12501
0.38827,1.1072,-0.12486
0.36349,1.1346,-0.12471
0.33873,1.1666,-0.12456
0.31401,1.2044,-0.12441
0.28932,1.2495,-0.12427
0.26465,1.3041,-0.12411
0.24002,1.3711,-0.12396
-0.015356,-1.7258,-1.6937
-0.20732,-1.9745,-1.5676
-0.40007,-2.0658,-1.3735
-0.594,-2.0458,-1.155
-0.77959,-1.9507,-0.92647
-0.94677,-1.8085,-0.69361
-1.0863,-1.6364,-0.45885
-1.1904,-1.4444,-0.22329
-1.2532,-1.2379,0.012599
-1.2713,-1.0199,0.24863
-1.2434,-0.79165,0.48472
-1.1713,-0.55257,0.72085
-1.0589,-0.3005,0.95698
-0.91252,-0.034972,1.1886
-0.74455,0.084652,1.2472
-0.56319,0.089822,1.151
-0.37761,0.16928,1.0589
-0.19786,0.38699,0.97604
-0.023552,0.77203,0.85463
0.144,1.1683,0.67995
0.2903,1.3323,0.48269
0.40408,1.3154,0.27502
0.47838,1.2076,0.062461
0.5058,1.0986,-0.10233
0.48697,1.0744,-0.14946
0.45608,1.0771,-0.16343
0.4236,1.0947,-0.16395
0.39111,1.1162,-0.16382
0.35866,1.1419,-0.1637
0.32622,1.1732,-0.16356
0.29382,1.2121,-0.16344
0.26143,1.2614,-0.16332
0.22907,1.3256,-0.16319
0.0083055,1.4235,1.4075
0.2113,1.6865,1.2975
0.41946,1.8293,1.1407
0.62054,1.8465,0.95567
0.80499,1.7771,0.75368
0.96362,1.6558,0.54388
1.0888,1.5024,0.33031
1.1743,1.3278,0.11486
1.2161,1.138,-0.1016
1.2119,0.93586,-0.31856
1.1619,0.72207,-0.53577
1.0682,0.49534,-0.75314
0.93542,0.25162,-0.97052
0.77106,0.00067826,-1.1694
0.60128,-0.1219,-1.2058
0.43263,-0.18297,-1.1294
0.25878,-0.3414,-1.0479
0.088252,-0.65343,-0.94531
-0.07555,-1.0267,-0.76615
-0.22266,-1.2416,-0.55287
-0.34102,-1.2553,-0.32644
-0.4221,-1.1533,-0.094455
-0.45676,-1.0408,0.084421
-0.44219,-1.0428,0.10575
-0.42118,-1.0634,0.10589
-0.40012,-1.0864,0.10605
-0.37904,-1.1125,0.1062
-0.35793,-1.1424,0.10635
-0.33678,-1.1766,0.10651
-0.31561,-1.2163,0.10666
-0.2944,-1.2628,0.10681
-0.27317,-1.3175,0.10697
-0.2519,-1.3827,0.10712
-0.23061,-1.4607,0.10727
0.0006601,-0.00041074,-0.0017844
0.001579,-0.0005233,-0.0039535
0.0008127,-0.0018371,-0.0036813
0.00024944,-0.0028389,-0.0034317
-0.00036827,-0.0041906,-0.003272
-0.00098723,-0.0056956,-0.0031044
-0.0015827,-0.0073227,-0.0029394
-0.0021488,-0.0090747,-0.0027762
