0,0,0
0.00071097,0.01592,-0.0019124
0.0015882,0.049229,-0.0040849
0.00076191,0.034341,-0.0038512
0.00014098,0.010313,-0.0037709
-0.00055198,-1.4798,-0.0037243
-0.013356,-1.5962,-0.040949
-0.04902,-1.6581,-0.10132
-0.098493,-1.6846,-0.13004
-0.15179,-1.7049,-0.15319
-0.20563,-1.7219,-0.17364
-0.25815,-1.7351,-0.19072
-0.30784,-1.7404,-0.20022
-0.35309,-1.7281,-0.19247
-0.40271,-1.5859,-0.022395
-0.43293,-1.5765,-0.019967
-0.44955,-1.5931,-0.043568
-0.45978,-1.6221,-0.079672
-0.47904,-1.5379,0.026161
-0.47479,-1.4946,0.069117
-0.43773,-1.3617,0.20866
-0.35677,-1.1387,0.41856
-0.25454,-1.1329,0.42489
-0.13765,-1.163,0.38821
-0.022421,-1.1156,0.33121
0.080967,1.8105,0.28208
0.16915,1.8041,0.26039
0.24562,1.8052,0.25977
0.31544,1.8095,0.26525
0.38132,1.793,0.25099
0.44692,1.6327,0.063655
0.49888,1.5742,0.010607
0.52753,1.5553,-0.0025527
0.53735,1.5955,0.04393
0.54171,1.6368,0.091474
0.56398,1.5401,-0.024829
0.57698,1.5701,0.01118
0.58805,1.6016,0.048764
0.60227,1.5115,-0.059259
0.61656,1.5441,-0.020448
0.62842,1.5737,0.015214
0.63731,1.6102,0.057997
0.65195,1.5203,-0.048537
0.66478,1.5533,-0.0092997
0.66525,1.4895,-0.073533
0.63006,1.3521,-0.21768
0.54112,1.1384,-0.42678
0.4347,1.1161,-0.45227
0.31712,1.1102,-0.46043
0.19276,1.1464,-0.42399
0.071695,1.2049,-0.35301
-0.035795,-1.7786,-0.27152
-0.12186,-1.7668,-0.22839
-0.18966,-1.7682,-0.22819
-0.24947,-1.7804,-0.24207
-0.30495,-1.7871,-0.25182
-0.36333,-1.6669,-0.10008
-0.41568,-1.619,-0.059431
-0.45018,-1.5893,-0.036525
-0.46572,-1.6088,-0.063115
-0.48188,-1.5207,0.046253
-0.4951,-1.5562,0.0034647
-0.50564,-1.5891,-0.03657
-0.51392,-1.6213,-0.07605
-0.53255,-1.5311,0.03347
-0.54347,-1.5666,-0.0092705
-0.55073,-1.6072,-0.057215
-0.56545,-1.5126,0.055249
-0.57648,-1.5514,0.0091354
-0.57661,-1.4879,0.072409
-0.54524,-1.3501,0.21668
-0.46883,-1.1143,0.44516
-0.36466,-1.0836,0.47833
-0.24208,-1.0905,0.47122
-0.11223,-1.1276,0.42478
0.011311,1.706,0.36324
0.12187,1.8363,0.29596
0.2131,1.8064,0.26044
0.2878,1.7997,0.25422
0.35409,1.7912,0.24784
0.41456,1.7549,0.21423
0.47435,1.5847,0.018573
0.50992,1.5581,-0.0025308
0.52608,1.5807,0.025953
0.53569,1.6173,0.068612
0.55268,1.5278,-0.040625
0.56887,1.5508,-0.011663
0.5809,1.582,0.025541
0.59053,1.6168,0.066406
0.6072,1.525,-0.043217
0.62127,1.5535,-0.0086543
0.63122,1.5893,0.03331
0.63846,1.6255,0.075761
0.65697,1.5324,-0.03391
0.65143,1.4922,-0.074352
0.5987,1.2088,-0.35531
0.50978,1.1687,-0.39979
0.39591,0.99026,-0.56428
0.27629,0.98566,-0.56205
0.15418,1.0114,-0.51174
0.040547,0.91727,-0.43556
-0.05828,-1.7814,-0.22031
-0.13784,-1.7474,-0.19191
-0.20304,-1.7515,-0.20013
-0.26284,-1.7621,-0.21489
-0.31885,-1.7651,-0.22232
-0.36994,-1.7455,-0.20754
-0.42405,-1.5862,-0.021781
-0.45645,-1.5636,-0.0062385
-0.47002,-1.589,-0.038773
-0.47754,-1.6227,-0.079683
-0.49686,-1.5381,0.02569
-0.50928,-1.5684,-0.011893
-0.51803,-1.6059,-0.056594
-0.53308,-1.5123,0.056034
-0.54543,-1.5487,0.012289
-0.55404,-1.5872,-0.033423
-0.56032,-1.6213,-0.074908
-0.57837,-1.5329,0.031157
-0.57324,-1.4909,0.072872
-0.53613,-1.3544,0.21607
-0.44981,-1.1394,0.42378
-0.34226,-1.1153,0.45139
-0.21769,-1.1354,0.4337
-0.088395,-1.1854,0.38308
0.033161,1.8696,0.31971
0.14094,1.8148,0.25625
0.22905,1.7838,0.2273
0.30233,1.7772,0.22378
0.36439,1.5869,0.14258
0.40516,1.4678,-0.014455
0.40536,1.4397,-0.067471
0.39224,1.4676,-0.062716
0.38002,1.4957,-0.059456
-9.42e-21,-2.76e-19,-7.12e-20
0.0012208,0.030669,-0.0033957
0.0012459,0.044367,-0.0038253
0.00055773,0.031091,-0.0037988
-0.00011028,-0.022052,-0.0037537
0.0044466,0.6836,0.04801
0.024136,1.4828,0.1601
0.064345,1.6793,0.2059
0.11986,1.7537,0.24102
0.18127,1.7969,0.27116
0.24516,1.8256,0.29526
0.3096,1.8382,0.30678
0.38202,1.717,0.15207
0.44603,1.6684,0.10854
0.4944,1.6201,0.065142
0.52184,1.6045,0.054865
0.54015,1.5052,-0.064416
0.55102,1.5522,-0.011166
0.55002,1.4929,-0.07092
0.51282,1.3569,-0.21366
0.42677,1.1441,-0.41682
0.32572,1.1295,-0.43211
0.21503,1.1551,-0.40291
0.10517,1.2043,-0.33534
0.0085638,0.83587,-0.27494
-0.070624,-1.7467,-0.25353
-0.13832,-1.7797,-0.25985
-0.2007,-1.8016,-0.27586
-0.25944,-1.818,-0.29164
-0.32368,-1.7196,-0.15577
-0.38185,-1.6958,-0.13886
-0.43047,-1.6473,-0.096775
-0.46011,-1.6192,-0.075277
